workstream,source_id,title,url,canonical_url,exact_team_url_match,team_document_matches,team_locations,novelty_note
hotel_absolute_disclosure_search,2026Q2_shareholder_letter,Airbnb 2026Q2 shareholder letter,https://s26.q4cdn.com/656283129/files/doc_financials/2026/q2/v2/Airbnb-Q2-2026-Shareholder-Letter.pdf,https://s26.q4cdn.com/656283129/files/doc_financials/2026/q2/v2/Airbnb-Q2-2026-Shareholder-Letter.pdf,False,0,,No exact URL match; claim/source-family novelty still requires semantic review
hotel_absolute_disclosure_search,2026Q2_transcript,Airbnb 2026Q2 transcript,https://s26.q4cdn.com/656283129/files/doc_financials/2026/q2/Airbnb-Q2-2026-Earnings-Call-Transcript.pdf,https://s26.q4cdn.com/656283129/files/doc_financials/2026/q2/Airbnb-Q2-2026-Earnings-Call-Transcript.pdf,False,0,,No exact URL match; claim/source-family novelty still requires semantic review
hotel_absolute_disclosure_search,2026Q2_filing,Airbnb 2026Q2 filing,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001559720/1cc15dc3-ddb9-420b-8e3d-162830b620a3.pdf,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001559720/1cc15dc3-ddb9-420b-8e3d-162830b620a3.pdf,False,0,,No exact URL match; claim/source-family novelty still requires semantic review
hotel_absolute_disclosure_search,2026Q1_shareholder_letter,Airbnb 2026Q1 shareholder letter,https://s26.q4cdn.com/656283129/files/doc_financials/2026/q1/Airbnb_Q1-2026-Shareholder-Letter-FINAL.pdf,https://s26.q4cdn.com/656283129/files/doc_financials/2026/q1/Airbnb_Q1-2026-Shareholder-Letter-FINAL.pdf,False,0,,No exact URL match; claim/source-family novelty still requires semantic review
hotel_absolute_disclosure_search,2026Q1_transcript,Airbnb 2026Q1 transcript,https://s26.q4cdn.com/656283129/files/doc_financials/2026/q1/Airbnb-Q1-26-Earnings-Call-Transcript.pdf,https://s26.q4cdn.com/656283129/files/doc_financials/2026/q1/Airbnb-Q1-26-Earnings-Call-Transcript.pdf,True,2,research/notes/2026-09-07_hotel-demand-data-reset.md | research/sources/hotel_demand_data_reset.json,Reused URL; do not call independent corroboration
hotel_absolute_disclosure_search,2026Q1_filing,Airbnb 2026Q1 filing,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001559720/b0b348d8-a7d1-41b8-b259-77687b63532e.pdf,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001559720/b0b348d8-a7d1-41b8-b259-77687b63532e.pdf,False,0,,No exact URL match; claim/source-family novelty still requires semantic review
hotel_absolute_disclosure_search,2025Q4_shareholder_letter,Airbnb 2025Q4 shareholder letter,https://s26.q4cdn.com/656283129/files/doc_financials/2025/q4/Airbnb_Q4-2025-Shareholder-Letter-Final.pdf,https://s26.q4cdn.com/656283129/files/doc_financials/2025/q4/Airbnb_Q4-2025-Shareholder-Letter-Final.pdf,True,9,abnb-direct-booking.zip::data/processed/abnb_take_rate_baseline.csv | abnb-direct-booking.zip::research/notes/direct_booking_threat_to_abnb.md | abnb-direct-booking.zip::research/sources/direct_booking_sources.md | citadel-abnb-hotel-loyalty (1).zip::data/processed/loyalty_stickiness_evidence.csv | citadel-abnb-hotel-loyalty (1).zip::research/notes/hotel_loyalty_stickiness_vs_abnb.md | citadel-abnb-hotel-loyalty (1).zip::research/sources/loyalty_sources_to_append.md | citadel-abnb-hotel-loyalty.zip::data/processed/loyalty_stickiness_evidence.csv | citadel-abnb-hotel-loyalty.zip::research/notes/hotel_loyalty_stickiness_vs_abnb.md | citadel-abnb-hotel-loyalty.zip::research/sources/loyalty_sources_to_append.md,Reused URL; do not call independent corroboration
hotel_absolute_disclosure_search,2025Q4_transcript,Airbnb 2025Q4 transcript,https://s26.q4cdn.com/656283129/files/doc_financials/2025/q4/Airbnb-Q4-25-Earnings-Call-Transcript.pdf,https://s26.q4cdn.com/656283129/files/doc_financials/2025/q4/Airbnb-Q4-25-Earnings-Call-Transcript.pdf,True,2,research/notes/2026-09-07_hotel-demand-data-reset.md | research/sources/hotel_demand_data_reset.json,Reused URL; do not call independent corroboration
hotel_absolute_disclosure_search,2025Q4_filing,Airbnb 2025Q4 filing,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001559720/52fc9020-faa3-4ed3-b6e3-9a982ecdda93.pdf,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001559720/52fc9020-faa3-4ed3-b6e3-9a982ecdda93.pdf,False,0,,No exact URL match; claim/source-family novelty still requires semantic review
hotel_absolute_disclosure_search,2025Q3_shareholder_letter,Airbnb 2025Q3 shareholder letter,https://s26.q4cdn.com/656283129/files/doc_financials/2025/q3/v2/Airbnb_Q3-2025-Shareholder-Letter.pdf,https://s26.q4cdn.com/656283129/files/doc_financials/2025/q3/v2/Airbnb_Q3-2025-Shareholder-Letter.pdf,True,1,citadel-abnb-feesplit-2026-09-06.zip::research/notes/host_only_fee_history_and_elasticity.md,Reused URL; do not call independent corroboration
hotel_absolute_disclosure_search,2025Q3_transcript,Airbnb 2025Q3 transcript,https://s26.q4cdn.com/656283129/files/doc_financials/2025/q3/CORRECTED-TRANSCRIPT_-Airbnb-Inc-ABNB-US-Q3-2025-Earnings-Call-6-November-2025-5_00-PM-ET.pdf,https://s26.q4cdn.com/656283129/files/doc_financials/2025/q3/CORRECTED-TRANSCRIPT_-Airbnb-Inc-ABNB-US-Q3-2025-Earnings-Call-6-November-2025-5_00-PM-ET.pdf,False,0,,No exact URL match; claim/source-family novelty still requires semantic review
hotel_absolute_disclosure_search,2025Q3_filing,Airbnb 2025Q3 filing,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001559720/ff7d81a9-ce98-4142-af82-a5b598c96f4d.pdf,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001559720/ff7d81a9-ce98-4142-af82-a5b598c96f4d.pdf,False,0,,No exact URL match; claim/source-family novelty still requires semantic review
hotel_absolute_disclosure_search,2025Q2_shareholder_letter,Airbnb 2025Q2 shareholder letter,https://s26.q4cdn.com/656283129/files/doc_financials/2025/q2/Airbnb_Q2-2025-Shareholder-Letter.pdf,https://s26.q4cdn.com/656283129/files/doc_financials/2025/q2/Airbnb_Q2-2025-Shareholder-Letter.pdf,False,0,,No exact URL match; claim/source-family novelty still requires semantic review
hotel_absolute_disclosure_search,2025Q2_transcript,Airbnb 2025Q2 transcript,https://s26.q4cdn.com/656283129/files/doc_financials/2025/q2/Airbnb-Q2-25-Earnings-Call-Transcript.pdf,https://s26.q4cdn.com/656283129/files/doc_financials/2025/q2/Airbnb-Q2-25-Earnings-Call-Transcript.pdf,False,0,,No exact URL match; claim/source-family novelty still requires semantic review
hotel_absolute_disclosure_search,2025Q2_filing,Airbnb 2025Q2 filing,https://s26.q4cdn.com/656283129/files/doc_financials/2025/q2/31d36668-9548-464e-bd3d-d690c0fd6626.pdf,https://s26.q4cdn.com/656283129/files/doc_financials/2025/q2/31d36668-9548-464e-bd3d-d690c0fd6626.pdf,False,0,,No exact URL match; claim/source-family novelty still requires semantic review
hotel_absolute_disclosure_search,2025Q1_shareholder_letter,Airbnb 2025Q1 shareholder letter,https://s26.q4cdn.com/656283129/files/doc_financials/2025/q1/Airbnb_Q1-2025-Shareholder-Letter.pdf,https://s26.q4cdn.com/656283129/files/doc_financials/2025/q1/Airbnb_Q1-2025-Shareholder-Letter.pdf,False,0,,No exact URL match; claim/source-family novelty still requires semantic review
hotel_absolute_disclosure_search,2025Q1_transcript,Airbnb 2025Q1 transcript,https://s26.q4cdn.com/656283129/files/doc_financials/2025/q1/Airbnb-Q1-25-Earnings-Call-Transcript.pdf,https://s26.q4cdn.com/656283129/files/doc_financials/2025/q1/Airbnb-Q1-25-Earnings-Call-Transcript.pdf,False,0,,No exact URL match; claim/source-family novelty still requires semantic review
hotel_absolute_disclosure_search,2025Q1_filing,Airbnb 2025Q1 filing,https://s26.q4cdn.com/656283129/files/doc_financials/2025/q1/4eca7fae-78f4-48b4-a2ad-8263a3d15b02.pdf,https://s26.q4cdn.com/656283129/files/doc_financials/2025/q1/4eca7fae-78f4-48b4-a2ad-8263a3d15b02.pdf,False,0,,No exact URL match; claim/source-family novelty still requires semantic review
hotel_absolute_disclosure_search,2024Q4_shareholder_letter,Airbnb 2024Q4 shareholder letter,https://s26.q4cdn.com/656283129/files/doc_financials/2024/q4/Airbnb_Q4-2024-Shareholder-Letter_Final.pdf,https://s26.q4cdn.com/656283129/files/doc_financials/2024/q4/Airbnb_Q4-2024-Shareholder-Letter_Final.pdf,False,0,,No exact URL match; claim/source-family novelty still requires semantic review
hotel_absolute_disclosure_search,2024Q4_transcript,Airbnb 2024Q4 transcript,https://s26.q4cdn.com/656283129/files/doc_financials/2024/q4/Airbnb-Q4-24-Earnings-Call-Transcript.pdf,https://s26.q4cdn.com/656283129/files/doc_financials/2024/q4/Airbnb-Q4-24-Earnings-Call-Transcript.pdf,False,0,,No exact URL match; claim/source-family novelty still requires semantic review
hotel_absolute_disclosure_search,2024Q4_filing,Airbnb 2024Q4 filing,https://s26.q4cdn.com/656283129/files/doc_financials/2024/q4/2395a7f3-5507-497a-971b-f3e4b606c6c7.pdf,https://s26.q4cdn.com/656283129/files/doc_financials/2024/q4/2395a7f3-5507-497a-971b-f3e4b606c6c7.pdf,False,0,,No exact URL match; claim/source-family novelty still requires semantic review
hotel_absolute_disclosure_search,2024Q3_shareholder_letter,Airbnb 2024Q3 shareholder letter,https://s26.q4cdn.com/656283129/files/doc_financials/2024/q3/Airbnb_Q3-2024-Shareholder-Letter_Final.pdf,https://s26.q4cdn.com/656283129/files/doc_financials/2024/q3/Airbnb_Q3-2024-Shareholder-Letter_Final.pdf,True,4,citadel-abnb-hotel-loyalty (1).zip::data/processed/loyalty_stickiness_evidence.csv | citadel-abnb-hotel-loyalty (1).zip::research/notes/hotel_loyalty_stickiness_vs_abnb.md | citadel-abnb-hotel-loyalty.zip::data/processed/loyalty_stickiness_evidence.csv | citadel-abnb-hotel-loyalty.zip::research/notes/hotel_loyalty_stickiness_vs_abnb.md,Reused URL; do not call independent corroboration
hotel_absolute_disclosure_search,2024Q3_transcript,Airbnb 2024Q3 transcript,https://s26.q4cdn.com/656283129/files/doc_financials/2024/q3/Airbnb-Q3-24-Earnings-Call-Transcript-1.pdf,https://s26.q4cdn.com/656283129/files/doc_financials/2024/q3/Airbnb-Q3-24-Earnings-Call-Transcript-1.pdf,False,0,,No exact URL match; claim/source-family novelty still requires semantic review
hotel_absolute_disclosure_search,2024Q3_filing,Airbnb 2024Q3 filing,https://s26.q4cdn.com/656283129/files/doc_financials/2024/q3/4cad731c-1791-4a62-945b-c480b693cba7.pdf,https://s26.q4cdn.com/656283129/files/doc_financials/2024/q3/4cad731c-1791-4a62-945b-c480b693cba7.pdf,False,0,,No exact URL match; claim/source-family novelty still requires semantic review
hotel_absolute_disclosure_search,2024Q2_shareholder_letter,Airbnb 2024Q2 shareholder letter,https://s26.q4cdn.com/656283129/files/doc_financials/2024/q2/Airbnb_Q2-2024-Shareholder-Letter_Final.pdf,https://s26.q4cdn.com/656283129/files/doc_financials/2024/q2/Airbnb_Q2-2024-Shareholder-Letter_Final.pdf,False,0,,No exact URL match; claim/source-family novelty still requires semantic review
hotel_absolute_disclosure_search,2024Q2_transcript,Airbnb 2024Q2 transcript,https://s26.q4cdn.com/656283129/files/doc_financials/2024/q2/Airbnb-Q2-24-Earnings-Call-Transcript.pdf,https://s26.q4cdn.com/656283129/files/doc_financials/2024/q2/Airbnb-Q2-24-Earnings-Call-Transcript.pdf,False,0,,No exact URL match; claim/source-family novelty still requires semantic review
hotel_absolute_disclosure_search,2024Q2_filing,Airbnb 2024Q2 filing,https://s26.q4cdn.com/656283129/files/doc_financials/2024/q2/4dab1028-82ce-4e8c-ba0d-9233b9c3ace9.pdf,https://s26.q4cdn.com/656283129/files/doc_financials/2024/q2/4dab1028-82ce-4e8c-ba0d-9233b9c3ace9.pdf,False,0,,No exact URL match; claim/source-family novelty still requires semantic review
hotel_absolute_disclosure_search,2024Q1_shareholder_letter,Airbnb 2024Q1 shareholder letter,https://s26.q4cdn.com/656283129/files/doc_financials/2024/q1/Airbnb_Q1-2024-Shareholder-Letter_Final-1.pdf,https://s26.q4cdn.com/656283129/files/doc_financials/2024/q1/Airbnb_Q1-2024-Shareholder-Letter_Final-1.pdf,False,0,,No exact URL match; claim/source-family novelty still requires semantic review
hotel_absolute_disclosure_search,2024Q1_transcript,Airbnb 2024Q1 transcript,https://s26.q4cdn.com/656283129/files/doc_financials/2024/q1/Airbnb-Q1-24-Earnings-Call-Transcript.pdf,https://s26.q4cdn.com/656283129/files/doc_financials/2024/q1/Airbnb-Q1-24-Earnings-Call-Transcript.pdf,False,0,,No exact URL match; claim/source-family novelty still requires semantic review
hotel_absolute_disclosure_search,2024Q1_filing,Airbnb 2024Q1 filing,https://s26.q4cdn.com/656283129/files/doc_financials/2024/q1/fdb60f7d-e616-43dc-86ef-e33d3a9bdd05.pdf,https://s26.q4cdn.com/656283129/files/doc_financials/2024/q1/fdb60f7d-e616-43dc-86ef-e33d3a9bdd05.pdf,False,0,,No exact URL match; claim/source-family novelty still requires semantic review
hotel_absolute_disclosure_search,2023Q4_shareholder_letter,Airbnb 2023Q4 shareholder letter,https://s26.q4cdn.com/656283129/files/doc_financials/2023/q4/Airbnb_Q4-2023-Shareholder-Letter_Final.pdf,https://s26.q4cdn.com/656283129/files/doc_financials/2023/q4/Airbnb_Q4-2023-Shareholder-Letter_Final.pdf,False,0,,No exact URL match; claim/source-family novelty still requires semantic review
hotel_absolute_disclosure_search,2023Q4_transcript,Airbnb 2023Q4 transcript,https://s26.q4cdn.com/656283129/files/doc_financials/2023/q4/Airbnb-Q4-23-Earnings-Call-Transcript.pdf,https://s26.q4cdn.com/656283129/files/doc_financials/2023/q4/Airbnb-Q4-23-Earnings-Call-Transcript.pdf,False,0,,No exact URL match; claim/source-family novelty still requires semantic review
hotel_absolute_disclosure_search,2023Q4_filing,Airbnb 2023Q4 filing,https://s26.q4cdn.com/656283129/files/doc_financials/2023/q4/AIRBNB-10K-20241602.pdf,https://s26.q4cdn.com/656283129/files/doc_financials/2023/q4/AIRBNB-10K-20241602.pdf,False,0,,No exact URL match; claim/source-family novelty still requires semantic review
